text,category,plant,genus,species,plant_group,category_int,plant_group_int
"Of the southern conifers, Virginia pine is most preferred as a Christmas tree. If families with desirable traits are selected and appropriate cultural practices are used, marketable Christmas trees can be produced in as few as 3 years, although the usual rotation age for Virginia pine Christmas trees is 5 to 10 years (4,24). In the Eastern and Central States, Virginia pine performs well when planted on strip-mined sites. In a study in West Virginia, Virginia pine survived well, grew quickly, and encountered no serious pests 14 years after being planted on a mined site (43). It is also a satisfactory species for the reclamation of spoil banks in the Southeast (27). Because the wood of older trees is frequently softened by fungal decay, Virginia pine provides nesting habitat for woodpeckers. Leaving old, decayed trees near the margins of clearcuts provides nesting sites (13).",Special Uses,Virginia Pine,pinus,virginiana,conifer,16,1
"No races have been recorded; population and geographic variations have not been studied except for the hybrid Carya x lecontei Little (C. aquatica x illinoensis). This hybrid is fairly common where the range of the two parent species overlaps (8). One other hybrid is recognized, C. x ludoviciana (Ashe) Little (C. aquatica x texana) (1).",Genetics,Water Hickory,carya,aquatica,hardwood,7,0
"Water hickory inhabits the Atlantic and Gulf Coastal Plains from southeastern Virginia to southern Florida, west into eastern Texas, and the Mississippi Valley north to southern Illinois (5). -The native range of Carya aquatica. Water hickory grows in a warm, humid climate throughout its range. The average annual precipitation varies from 1020 to 1520 mm (40 to 60 in). A mean rainfall of 640 mm (25 in) occurs during the April through September growing season. The mean January temperature is 2° to 16° C (35° to 60° F); mean July temperature, about 27° C (80° F); and an average frost-free period of 200 to 300 days. Water hickory attains its best growth on moist but well-drained loamy or silty soils in the Mississippi River Valley and along some Coastal Plain streams. However, because of its slow growth rates, it is rare on these sites except where it has been favored by repeated ""high-grade"" logging (5). Water hickory more commonly occupies wet sites where only a few species of hardwoods survive. It is common on clay flats, sloughs, and backwater areas, but seldom in coastal swamps or sites where soils are continually saturated. The species is most common on soils in the Vertic Haplaquepts subgroup of the order Inceptisols. Water hickory sites are subject to inundation during heavy rains and stream overflow, as well as severe drying with cracking of the soil during occasional dry summers. Water hickory is a major component of two forest cover types: Sugarberry-American Elm-Green Ash (Society of American Foresters Type 93) and Overcup Oak-Water Hickory (Type 96). It is a minor component in Sweetgurn-Willow Oak (Type 92) and is sometimes found on the edge of Baldcypress (Type 101) and Baldcypress-Tupelo (Type 102) (2). Important associated tree species are overcup, Nuttall, and willow oaks Quercus lyrata, Q. nuttallii and Q. phellos); cedar and American elms (Ulmus crassifolia and U. americana); waterlocust and honeylocust (Gleditsia aquatica and G. triacanthos); pecan; green ash (Fraxinus pennsylvanica); sugarberry (Celtis laevigata); persimmon (Diospyros virginiana); red maple (Acer rubrum); and baldcypress (Taxodium distichum). The most frequent noncommercial trees and shrubs associated with water hickory are hawthorn (Crataegus spp.), swamp-privet (Forestiera acummata), roughleaf dogwood (Cornus drummondii), buttonbush (Cephalanthus occidentalis), possumhaw (Ilex decidua), and water-elm (Planera aquatica).",Habitat,Water Hickory,carya,aquatica,hardwood,8,0
"Water hickory regenerates aggressively from seeds and sprouts. Seeds germinate and become established on disturbed soil or understory duff. To develop, understory seedlings must be released. Many of our present stands of water hickory, especially on imperfectly drained flats, have been regenerated and released by heavy preferential logging of more valuable species. On poorly drained sites, where competition is not so intense, water hickory grows to fill openings created by windthrow and natural mortality as well as logging. Flowering and Fruiting- Water hickory is monoecious. Male and female flowers appear during April and May, while the leaves are developing. The male flowers are in stalked catkins on branches of the current or previous year, and the female flowers are in short spikes or stalks. The fruit, covered by a thin husk during development, are thin-shelled, flattened, and have a bitter seed. Nuts fall between October and December of the same year. Seed Production and Dissemination- Seed production begins when the trees are about 20 years old, or about 20 cm (8 in) in d.b.h. (9). Optimum seed-bearing age is from 40 to 75 years, or after the trees reach 51 cm (20 in) in d.b.h. Heavy seed crops are produced in most years, and a thrifty tree may produce up to 70 liters (2 bu) of seeds. There are approximately 440 cleaned seeds per kilogram (200/lb). The seeds are disseminated by water and animals; floodwaters are particularly important in carrying seed to new areas. Seedling Development- After seedfall in the autumn, the seeds lie dormant until germination in late April through early June. Rarely do they remain viable until the second spring. Germination is hypogeal. Sometimes nearly 80 percent of the seed crop germinates (6). As a result, thickets and clumps of water hickory are not unusual. The species is tolerant enough to survive in the understory for at least 15 years, but full sunlight is necessary for development into trees (4). The relatively slow height growth of water hickory requires that it have near freedom from competition to establish itself in the overstory. Because of their extended dormant season, water hickory seedlings are able to survive late-spring floods better than most of their would-be competitors. Vegetative Reproduction- Stumps less than 61 cm (24 in) and severed roots of water hickory readily sprout. Sprouts grow three or four times faster than seedlings during the first year or two. Even on poorly drained clay soil, first-year sprouts sometimes are 1.5 in (5 ft) tall. Sprouts 4.6 m (15 ft) tall at 5 years have been reported. Growth and Yield- Water hickory on a good site may reach 33.5 m (110 ft) tall and 91 cm (36 in) in diameter (6), with about 16 in (52 ft) of merchantable bole. The tall straight trunk is topped by slender to moderately stout ascending branches. Diameter growth of water hickory is slow for southern species, 2 to 8 mm (0.08 to 0.31 in) per year. At 50 years, dominants might average 35 cm (14 in) in d.b.h. on good sites and only 25 cm (10 in) on poor sites. Site index at base age 50 years ranges between 20 and 29 m (65 and 95 ft). Slow growth rates are typical of water hickory in competition with oaks, sugarberry, gum, and other species on good sites. Maximum mean annual production of a pure stand (found rarely) on a good site has been established at 10.5 m³/ha (150 ft³/acre) (7). Maximum mean annual production on medium and poor sites was estimated at 7.0 m³/ha (100 ft³/acre) and 3.5 m³/ha (50 ft³/acre), respectively. An average water hickory site might realistically yield 210 m³/ha (3,000 ft³/acre) at maturity. Slow growth and poor sites usually keep yields low. Rooting Habit- Water hickory, like other hickories, grows a taproot in the seedling stage. The wet clayey soils where water hickory usually is found restricts the entire root system to fairly shallow depths. The taproot eventually becomes the source of a coarse, widespreading but shallow lateral root system. The taproot of a 30-cm (12-in) individual, excavated on moderately well-drained clayey soil, ended abruptly with three large lateral roots growing out at right angles. Only a few fine roots extended deeper than 50 cm (20 in). Reaction to Competition- Water hickory is classed as intermediate in shade tolerance. Owing to its slow growth, poor quality, and consequent low value, most silvicultural operations are intended to favor species other than water hickory. Much ""high-grade"" logging has made the species more abundant and widespread than it would have been naturally. Water hickory responds well to release. On better drained sites, cutting or deadening all stems above 5 cm (2 in) in d.b.h. should relegate water hickory to a minor position in the future stand. Many seedlings and sprouts may emerge, but most of these are eventually overtopped by faster growing species. In the Overcup Oak-Water Hickory cover type, any kind of harvest will probably result in a major component of water hickory in the future stand. Water control projects that prolong spring flooding tend to favor water hickory. Damaging Agents- Water hickory is occasionally damaged by insects. Of several borers that attack water hickory, the living-hickory borer, Goes pulcher, is the most common (10). Borer attacks most often occur on young trees up to 14 cm (5.5 in) in diameter. Trunks weakened by tunnels sometimes break, and logs formerly infested by borers are of low value. Although this borer is widely distributed, damaging populations are rather local. Leaf-eating insects, especially the forest tent caterpillar, Malacosoma disstria, occasionally defoliate trees. Diseases are ordinarily unimportant to water hickory. Butt and stem rots entering through wounds from fire or logging can be a major source of cull. Heart-rot fungi tend to spread faster in the trunks of this species than in associated oaks and other bottom-land hardwoods (3). The major defect of water hickory is ""shake,"" found especially in trees on waterlogged sites; yellow-bellied sapsuckers also cause defects. Water hickory tends to support more mistletoe (Phoradendron serotinum) than any of its associated species.",Life History,Water Hickory,carya,aquatica,hardwood,10,0
"The nuts of water hickory are used to a limited extent by squirrels, feral hogs, and other wildlife. Water hickory is occasionally planted or retained In natural stands for a shade tree. The wood is a locally preferred firewood. Low floodplains, in which water hickory is a dominant species, are being increasingly recognized for their ability to cleanse drainage water and provide refuge for many threatened species of plants and animals.",Special Uses,Water Hickory,carya,aquatica,hardwood,16,0
"Water oak is associated with the following tree species: willow oak (Quercus phellos), laurel oak (Q. laurifolia), Nuttall oak (Q. nuttallii), cherrybark oak (Q. falcata), white oak (Q. alba), swamp chestnut oak (Q. michauxii), American beech (Fagus grandifolia), sweetgum (Liquidambar styraciflua), pecan (Carya illinoensis), American elm (Ulmus americana), slippery elm (U. rubra), winged elm (U. alata), blackgum (Nyssa sylvatica), green ash (Fraxinus pennsylvanica), white ash (F. americana), yellow-poplar (Liriodendron tulipifera), southern magnolia (Magnolia grandiflora), flowering dogwood (Cornus florida), roughleaf dogwood (C. drummondii), honeylocust (Gleditsia triacanthos), Carolina laurelcherry (Prunus caroliniana), hawthorn (Crataegus spp.), American hornbeam (Carpinus caroliniana), sugarberry (Celtis laevigata), swamp privet (Forestiera acuminata), as well as several softwoods including spruce pine (Pinus glabra), loblolly pine (P. taeda), longleaf pine (P. palustris), and slash pine (P. elliottii) (6). Water oak is classified as a bottom-land forest cover type Willow Oak-Water Oak-Diarnondleaf Oak (Society of American Foresters Type 88) (6). It is also an associated species in Live Oak (Type 89) and Sweetbay-Swamp Tupelo-Redbay (Type 104).",Associated Forest Cover,Water Oak,quercus,nigra,hardwood,1,0
Water oak grows well along small streams or moist upland soils with 1270 to 1520 mm (50 to 60 in) annual rainfall during the frost-free period. Annual snowfall over the range varies from 0 to 50 cm (0 to 20 in) with 200 to 260 frost-free days. Summers of the southern-central range are warm and dry. July high temperatures vary from 21° to 46° C (70° to 115° F) and January low temperatures from 2° to -29° C (35° to -20° F) (7).,Climate,Water Oak,quercus,nigra,hardwood,2,0
"There are no reported racial variations of water oak. It hybridizes with other oak species as follows (3): Quercus falcata (Q. x garlandensis Palmer), Q. incana (Q. x caduca Trel.), Q. laevis (Q. x walteriana Ashe), Q. marilandica (Q. x sterilis Trel.), Q. phellos Q x capesii W Wolf), Q. shumardii (Q. x neopalmeri Sudw.), and Q. velutina (Q. x demarei Ashe).",Genetics,Water Oak,quercus,nigra,hardwood,7,0
"Water oak is found along the Coastal Plain from southern New Jersey and Delaware south to southern Florida; west to eastern Texas; and north in the Mississippi Valley to southeastern Oklahoma, Arkansas, Missouri, and southwestern Tennessee (3). -The native range of water oak.",Native Range,Water Oak,quercus,nigra,hardwood,11,0
"Flowering and Fruiting- Water oak is monoecious; staminate flowers are in hanging catkins and pistillate flowers are in few-flowered, short-stalked clusters on the same tree. They develop shortly before or at the same time as the new leaves. Staminate flowers are produced near the tip of the previous year's growth, while pistillate flowers are produced in the junction of the current year's growth (5). The fruit, an acorn, matures about September of the second year. The embryo has no endosperm but two large, fleshy cotyledons (4). Flowers are easily killed by late frosts after leaf buds open. The trees then defoliate and develop new leaves but do not generate a second crop of flowers. Seed Production and Dissemination- Trees bear seed at about age 20 and production seems to alternate between prolific and lean years. Mature trees yield 9 to 53 liters (0.25 to 1.5 bu) of acorns in a good year, with about 64.4 kg/ha (50 lb/bu). The average for cleaned seeds is 880/kg (400/lb) (4). Generally, viable acorns sink in water, while those that float probably will not germinate. Water oak acorns are naturally disseminated by animals and water. Seedling Development- Under controlled conditions, water oak acorns require a pregermination treatment to overcome dormancy. Under natural conditions, they germinate the spring following maturation. They may be induced to germinate by stratification for 30 to 40 days in moist sand at 30° to 32° C (86° to 90° F) during light cycles and for a 52- to 73-day period at 20° to 21° C (68° to 70° F) during dark cycles. Expect 60 to 94 percent germination after 31 to 73 days. Germination is hypogeal (4). Seedlings require abundant moisture the entire growing season but do not tolerate prolonged submersion. Under optimum conditions water oak grows at a rate of 60 cm (24 in) per year for the first 25 years (7).",Reproduction and Early Growth,Water Oak,quercus,nigra,hardwood,13,0
"Growth and Yield- Water oak can grow to 38 m (125 ft) on a site index range of 18.3 to 33.5 m (60 to 110 ft) at base age 50 years (1). It prunes itself slowly, developing a straight, slender main trunk. Growing quickly on favorable sites, it can produce 15 to 30 cm (6 to 12 in) of d.b.h. growth in 10 years. It can grow 7.8 cm (3.1 in) in d.b.h. in 10 years while in the 36 to 46 cm (14 to 18 in) diameter class; and 7.4 cm (2.9 in) in the 51 to 71 cm (20 to 28 in) class (7). Water oak has a shallow, spreading rooting habit. Rooting Habit- No information available. Reaction to Competition- Water oak does not compete well with other species because of its slow early growth and its intolerance to shade and competition. It is a subclimax tree. Water oak germinates under shade, but seedlings require moderate light for development. Epicormic branching is common for water oak in suppressed to intermediate crown position. Stumps will sprout, but vegetative propagation is not economically practical as a management procedure (7). Water oak is easily injured by fire and even a light burn kills stems of seedlings. Survivors are extremely susceptible to butt rot. Damaging Agents- Natural enemies of water oak are primarily insects and microorganisms (2,7,8). Insects include trunk borers (Enaphalodes sp. and Prionoxystus sp.) and leaf hoppers (Erythroneura sp.). The more noticeable diseases include cone rusts (Cronartium spp.), root rot (Ganoderma curtisii), and trunk canker and heart rot caused by a variety of organisms. Additionally, water oak is susceptible to parasitism by mistletoe (Phoradendron flavescens). Herbicides such as 2,4,5-T and picloram compounds are toxic to water oak. It is also highly susceptible to air pollution, probably to sulfur dioxide in particular.",Sapling and Pole Stages to Maturity,Water Oak,quercus,nigra,hardwood,14,0
"Water oak appears on a wide variety of sites ranging from wet bottom lands to well-drained uplands. Best development and highest quality are found on the better-drained silty clay or loamy soils on high flats or ridges of alluvial stream bottoms. Water oaks are commonly found on soils of the order Inceptisols (9). On low flats with poorly drained clay soils, tree form and quality are poor. Water oak can survive on moist upland sites.",Soils and Topography,Water Oak,quercus,nigra,hardwood,15,0
"Water oak is particularly suited for timber, fuel, wildlife habitat, and environmental forestry (4). It has been widely planted in southern communities as a shade tree. Its veneer has been successfully used as plywood for fruit and vegetable containers (8).",Special Uses,Water Oak,quercus,nigra,hardwood,16,0
"Water tupelo is a major component of the forest cover types Water Tupelo-Swamp Tupelo (Society of American Foresters Type 103) and Baldcypress-Tupelo (Type 102) (8). In stands containing baldcypress (Taxodium distichum) and water tupelo, baldcypress is usually predominant. In sloughs and moving water, water tupelo usually occupies the deeper parts and baldcypress the margins and more shallow parts. In deep, stagnant water the two species occupy much the same depths (19). In several other forest cover types water tupelo may be a minor associate: Longleaf Pine-Slash Pine (Type 83), Slash Pine (Type 84), Slash Pine-Hardwood (Type 85), and Baldcypress (Type 101). Species associated with water tupelo throughout its range are black willow (Salix nigra), swamp cottonwood (Populus heterophylla), red maple (Acer rubrum), waterlocust (Gleditsia aquatica), overcup oak (Quercus lyrata), water oak (Q. nigra), water hickory (Carya aquatica), green and pumpkin ash (Fraxinus pennsylvanica and F. profunda), and sweetgum (Liquidambar styraciflua). Swamp tupelo (Nyssa sylvatica var. biflora), pondcypress (Taxodium distichum var. nutans), and redbay (Persea borbonia) are common associates in the Southeast. Small tree and shrub associates of water tupelo include swamp-privet (Forestiera acuminata), common buttonbush (Cephalanthus occidentalis), waterelm (Planera aquatica), sweetbay (Magnolia uirginiana), Carolina ash (F. caroliniana), poison-sumac (Toxicodendron vernix), southern bayberry (Myrica cerifera), and dahoon (Ilex cassine).",Associated Forest Cover,Water Tupelo,nyssa,aquatica,hardwood,1,0
"Annual rainfall throughout the range of water tupelo averages 1320 mm (52 in). Approximately 530 mm (21 in) of rain falls during the primary growing season, April through August. Summer months are normally much drier in the Midsouth (22). Average summer temperature within the range of water tupelo is 27° C (81° F); average winter temperature is 7° C (45° F). Temperature extremes are 46° to -29° C (115° to -20° F). An average of 231 frost-free days occur annually over its range.",Climate,Water Tupelo,nyssa,aquatica,hardwood,2,0
"There is considerable variation in specific gravity and fiber length among stands, between trees within a stand, and within individual trees. Depending on seed source, seedlings grown under similar water regimes have different rates of development (15). No racial variations or hybrids have been recognized for forest-grown water tupelo.",Genetics,Water Tupelo,nyssa,aquatica,hardwood,7,0
"Water tupelo grows throughout the Coastal Plain from southeastern Virginia to southern Georgia, and from northwestern Florida along the Gulf of Mexico to southeastern Texas. It extends up the Mississippi River Valley as far north as the southern tip of Illinois. -The native range of water tupelo.",Native Range,Water Tupelo,nyssa,aquatica,hardwood,11,0
"Flowering and Fruiting- Water tupelo is polygamo-dioecious. The minute, greenish-white flowers appear before or with the leaves in March or April. Pollen is disseminated by wind and probably by bees. Fruits are oblong drupes about 1 to 4 cm (0.5 to 1.5 in) long, with a thick epicarp and fleshy mesocarp. When mature, September through December of the first year, they are dark purple with conspicuous pale dots. Each fruit contains a boney, ribbed, one-seeded stone. Stones range in color from white to dark brown or gray and some are pinkish white. There are about 990 cleaned seeds per kilogram (2.2 lbs) (30). Seeds may be sown in fall in the nursery or may be stratified over winter and sown in the spring. For stratifying, seeds are kept in moist sand or plastic bags at 2° to 4° C (35° to 40° F) (30). Up to 30 months storage does not reduce viability of seeds that have a moisture content of 20 percent or less and are kept in polyethylene bags at a temperature of about 3° C (38° F) (3). Nursery-sown seeds may be drilled 13 to 25 mm (0.5 to 1 in) deep at the rate of 50/m (15/ft) of row, or they may be broadcast and rolled into the soil. A seedbed density of 110 to 165 seedlings/m² (10 to 15 seedlings/ft²) is recommended. From 25 to 37 mm (I to 1.5 in) of sawdust mulch is recommended for broadcast seeds. Seed Production and Dissemination- Forest trees initiate seed production in about 30 years or when they are about 20 cm (8 in) in d.b.h. In a South Carolina study, however, viable seeds were produced by 2-year-old stump sprouts (27). Large trees normally produce good to excellent crops each year. Seeds are dispersed mainly by water. As long as the exocarp is intact, the fruit will float. Seeds submerged continuously in water may remain viable for at least 14 months (1). Seedling Development- Germination is epigeal. Seeds do not germinate until water recedes, which may be midway to late in the growing season (29). Partially shaded, wet, poorly-drained soils provide the best seedbed. Seeds buried I to 3 cm (0.5 to 1 in) deep in the soil have a better chance to germinate and establish seedlings than seeds on the soil surface. Seedling survival and development are best in full sunlight and in soil with a pH below 7.0 (25). Seedling development is better in saturated than in well-drained soil, in moving and aerated rather than stagnant water, and in shallow rather than deep water (6,7,11,17). Provided their tops are above water, seedlings can generally survive continuous flooding even if it persists throughout the growing season. Water tupelo is able to survive where it is too wet for most other species because of anatomical and physiological adaptations such as roots that allow for oxidation of the rhizosphere and controlled anaerobic respiration (12,18). Vegetative Reproduction- Water tupelo is a prolific stump sprouter. Stumps of cut seedlings 15 cm (6 in) above ground level may be better sprouters than those 1 cm (0.5 in) in height. Sprouts develop adventitiously from the higher stumps and from suppressed buds on lower stumps (14). Survival and development of sprouts from stumps of larger trees are not always satisfactory, and it may be that the occurrence and persistence of stump sprouts are related to timing and duration of flooding. In South Carolina, trees of sprout origin grew as well as seedlings over a 30-year period (16), but in southern Louisiana few stump sprouts survived beyond 6 years (20). There are no practical techniques for reproducing water tupelo through cuttings or layering.",Reproduction and Early Growth,Water Tupelo,nyssa,aquatica,hardwood,13,0
"Growth and Yield- Growing season flooding that is just short of continuous may provide near-optimum soil moisture for growth of water tupelo (2). Any drastic change in normal water levels can decrease growth. On a good site in South Carolina, 30-year-old trees of sprout and seed origin averaged about 23 m (75 ft) tall and 33 cm (13 in) in diameter (16). (Note: determination of tree age may be difficult because the species is known to have false rings.) With an abundance of sunlight, trees growing on a good site for 50 to 75 years may reach 51 to 66 cm (20 to 26 in) in diameter above the butt swell, contain from 2 to 3.5 4.9-m (16 ft) logs, and begin development of heartwood (2). In poorly drained swamps in the southeastern United States, average annual production of water tupelo stands was found to be between 6.3 and 7.0 m³/ha (90 and 100 ft³/acre). Ten-year average diameter growth for trees free to grow in unmanaged stands on an average site is about 8 cm (3 in) (28). Growth and Yield were tabulated at 10-year intervals for unmanaged stands in the Atchafalaya Basin of southern Louisiana as follows (9): Under management, a pure even-aged stand carried to 107 cm (42 in) in diameter above the bottleneck is estimated to have an accumulative total yield of 676 m³/ha (48,282 mbf/acre, Doyle log rule) in logs and 441 m/ha (70 cords/acre). These yields are based on an assumed cutting cycle of from 8 to 15 years (28). Basal areas between 57 and 69 m²/ha (250 and 300 ft²/acre) are not uncommon in pure unmanaged second-growth stands. For a less dense water tupelo stand in Florida, the following volumes were recorded (24): Growth and yield of water tupelo in plantations are generally unknown. One small 17-year-old planting at a 1.7 by 1.7 m (5.5 by 5.5 ft) spacing on Falaya silt loam had 89 percent survival. The trees that grew best averaged 13.2 cm (5.2 in) in d.b.h. and were 14.9 m (49 ft) tall (5). Rooting Habit- Water tupelo commonly grows in saturated soils where its shallow root system is characterized by morphological and physiological adaptations that are essential to survival and growth (table 1). Reaction to Competition- Water tupelo is classed as intolerant of shade. It will survive codominant but not overtopping competition. Water tupelo develops in pure, very dense, second-growth stands and has a tendency to stagnate. Unless stagnation is prolonged, it responds to thinning . Damaging Agents- Fire is a major enemy of water tupelo. It scorches the thin bark, allowing entrance of rot-causing fungi. The forest tent caterpillar (Malacosoma disstria) is a serious enemy in some years and locations. More than 202,350 ha (500,000 acres) of trees along the gulf coast from Louisiana through Alabama have been defoliated by this insect in a single year (26). Trees annually defoliated seldom die but may have 30 percent or less of the annual diameter growth of unattacked trees. A foliar disease, Mycosphaerella nyssaecola, has caused premature defoliation, but impact has been negligible.",Sapling and Pole Stages to Maturity,Water Tupelo,nyssa,aquatica,hardwood,14,0
"Water tupelo grows in low, wet flats or sloughs and in deep swamps. Some of the better sites are in the sloughs and swamps along Coastal Plain rivers of the Southeast, such as the Roanoke and Santee, and in the large swamps of southwestern Louisiana and southeastern Texas. On some sites water may reach a depth of 6 m (20 ft) during rainy seasons and may remain as high as 4 m (13 ft) for long periods (21). Surface water may disappear from water tupelo areas in midsummer or fall, but on better sites soil moisture remains at or near saturation level throughout most of the growing season. Soils that commonly support water tupelo range from mucks and clays to silts and sands and are in the orders Alfisols, Entisols, Histosols, and Inceptisols. Most are moderately to strongly acidic; subsoil frequently is rather pervious. Site index of water tupelo for several Midsouth soils ranges from 21 to 27 m (70 to 90 ft) at 50 years (4).",Soils and Topography,Water Tupelo,nyssa,aquatica,hardwood,15,0
"Since water tupelo is one of the few species that can survive extended periods of inundation, it is favored for planting in very wet microsites, around buildings, in parks, and elsewhere. It is also an important wildlife species. The fruit is consumed by wood ducks, several other kinds of birds, and by squirrels, raccoons, and deer (10). Flowers have some value as a source of tupelo honey. Deer feed on foliage, twigs, and stump sprouts. Water tupelo wood has fine, uniform texture and interlocked grain. When dried properly, the lumber is used for boxes, pallets, crates, baskets, and furniture. Buttresses of trees growing in flooded areas contain wood that is much lighter in weight than that from upper portions of the same trees. The butt portion is probably best suited for pulping products",Special Uses,Water Tupelo,nyssa,aquatica,hardwood,16,0
"Western hemlock is either a major or a minor component in at least 20 forest cover types of the Society of American Foresters (6). The forest cover types may be either seral or climax. Tree associates specific to the coast include Pacific silver fir (Abies amabilis), noble fir (A. procera), bigleaf maple (Acer macrophyllum), red alder (Alnus rubra), giant chinkapin (Castanopsis chrysophylla), Port-Orford-cedar (Chamaecyparis lawsoniana), Alaska-cedar (C. nootkatensis), incense-cedar (Libocedrus decurrens), tanoak (Lithocarpus densiflorus), Sitka spruce (Picea sitchensis), sugar pine (Pinus lambertiana), redwood (Sequoia sempervirens), and California laurel (Umbellularia californica). Associates occurring in both the Pacific coast and Rocky Mountain portions of its range include grand fir (Abies grandis), subalpine fir (A. lasiocarpa), paper birch (Betula papyrifera), western larch (Larix occidentalis), Engelmann spruce (Picea engelmannii), white spruce (P. glauca), lodgepole pine (Pinus contorta), western white. pine (P. monticola), ponderosa pine (P. ponderosa), black cottonwood (Populus trichocarpa), Douglas-fir (Pseudotsuga menziesii), Pacific yew (Taxus brevifolia), western redcedar (Thuja plicata), and mountain hemlock (Tsuga mertensiana). Western hemlock is a component of the redwood forests on the coasts of northern California and adjacent Oregon. In Oregon and western Washington, it is a major constituent of the Picea sitchensis, Tsuga heterophylla, and Abies amabilis Zones and is less important in the Tsuga mertensiana and Mixed-Conifer Zones (7). In British Columbia, it is a major element of the Tsuga heterophylla-Picea sitchensis, Tsuga heterophylla-Abies amabilis, Tsuga heterophylla, Abies amabilis-Tsuga heterophylla, and Abies amabilis-Tsuga mertensiana Vegetation Zones; it is confined to a distinct understory portion or to moist sites in the Pseudotsuga menziesii-Tsuga heterophylla and Pseudotsuga menziesii Zones (25). In the Rocky Mountains, it is present in the Thuja plicata and Tsuga heterophylla Vegetation Zones and the lower portion of the Abies lasiocarpa Zone (26). Various persons have described the plant associations and biogeocoenoses in which western hemlock is found; more than 75 are listed for the west coast and more than 30 for the Rocky Mountains (25). Little effort has been made to correlate the communities with one another. Because of its broad range, western hemlock has a substantial number of understory associates. In its Pacific coast range, common shrub species include the following (starred species are also common associates in the Rocky Mountains): vine maple (Acer circinatum), Sitka alder* (Alnus sinuata), Oregongrape (Berberis nervosa), snowbrush ceanothus* (Ceanothus velutinus), salal (Gaultheria shallon), oceanspray* (Holodiscus discolor), rustyleaf menziesia* (Menziesia ferruginea), devilsclub* (Oplopanax horridus), Oregon boxwood* (Pachistima myrsinites), Pacific ninebark* (Physocarpus capitatus), Pacific rhododendron (Rhododendron macrophyllum), stink currant (Ribes bracteosum), prickly currant* (R. lacustre), thimbleberry* (Rubus parviflorus), salmonberry (R. spectabilis), trailing blackberry (R. ursinus), Pacific red elder (Sambucus callicarpa), common snowberry* (Symphoricarpos albus), Alaska blueberry (Vaccinium alaskaense), big huckleberry (V. membranaceum), ovalleaf huckleberry (V. ovalifolium), evergreen huckleberry (V. ovatum), and red huckleberry (V. parvifolium). The following are other common associates in the Rocky Mountains: creeping western barberry (Berberis repens), russet buffaloberry (Shepherdia canadensis), birchleaf spirea (Spiraea betulifolia), dwarf blueberry (Vaccinium caespitosum), globe huckleberry (V. globulare), and grouse whortleberry (V. scoparium). Common herbaceous species include the ferns: maidenhair fern (Adiantum pedatum), ladyfern (Athyrium filix-femina), deerfern (Blechnum spicant), mountain woodfern (Dryopteris austriaca), oakfern (Gymnocarpium dryopteris), swordfern (Polystichum munitum), and bracken (Pteridium aquilinum). Herb associates include vanillaleaf (Achlys triphylla), wild ginger (Asarum caudatum), princes-pine (Chimaphila umbellata), little princes-pine (C. menziesii), queenscup (Clintonia uniflora), cleavers bedstraw (Galium aparine), sweetscented bedstraw (G. triflorum), twinflower (Linnaea borealis), Oregon oxalis (Oxalis oregana), one-sided pyrola (Pyrola secunda), feather solomonplume (Smilacina racemosa), starry solomonplume (S. stellata), trefoil foamflower (Tiarella trifoliata), coolwort foamflower (T. unifoliata), white trillium (Trillium ovatum), roundleaf violet (Viola orbiculata), evergreen violet (V. sempervirens), and common beargrass (Xerophyllum tenax).",Associated Forest Cover,Western Hemlock,tsuga,heterophylla,conifer,1,1
"Western hemlock thrives in a mild, humid climate where frequent fog and precipitation occur during the growing season. Best stands are in the humid and superhumid coastal regions. In subhumid regions with relatively dry growing seasons, western hemlock is confined primarily to northerly aspects, moist stream bottoms, or seepage sites. Within the coastal range of western hemlock, mean annual total precipitation ranges from less than 380 mm (15 in) in Alaska to at least 6650 mm (262 in) in British Columbia. The range in the Rocky Mountains is 560 mm (22 in) to at least 1730 mm (68 in) (25). Mean annual temperatures range from 0.3° to 11.3° C (32.5° to 52.3° F) on the coast and 2.2° to 8.2° C (36.0° to 46.8° F) in the Rocky Mountains. Observed mean July temperatures lie between 11.3° and 19.7° C (52.3° and 67.5° F) along the coast and 14.4° and 20.6° C (58.0° and 69.0° F) in the interior. Mean January temperatures reported for the two areas range from -10.9° to 8.5° C (12.4° to 47.3° F) and -11.1° to -2.4° C (12.0° to 27.6° F), respectively. Recorded absolute maximum temperature for the coast is 40.6° C (105.0° F) and for the Rocky Mountains, 42.2° C (108.0° F). Absolute minimum temperatures tolerated by western hemlock are -38.9° C (-38.0° F) for the coast and -47.8° C (-54.0° F) for the interior. The frost-free period within the coastal range of western hemlock averages less than 100 to more than 280 days (25). In the Rocky Mountains, the frost-free period is 100 to 150 days (20).",Climate,Western Hemlock,tsuga,heterophylla,conifer,2,1
"A natural cross between western hemlock and mountain hemlock, Tsuga x jeffreyi (Henry) Henry, has been reported from the Mount Baker area in Washington. Analysis of polyphenolic pigment suggests that chemical hybrids between western hemlock and mountain hemlock occur but are rare. Intergeneric hybridization between western hemlock and spruce has been discussed in the literature; although similarities exist between the two genera, they do not suggest hybridization (31). Albino individuals or those similarly deficient in chlorophyll have been observed in the wild.",Genetics,Western Hemlock,tsuga,heterophylla,conifer,7,1
